fen,phase_score,is_endgame,status,result_white,our_total,sf_static_cp,pieces,capture_gains,passed_pawn_support,latent_threat,central,imbalance_white,imbalance_black,pair_bonus,piece_value_boost
8/8/2k5/3R4/2P5/2P5/1K6/4r3 w - - 1 89,106,1,near_equal,0.5,-4820,2,-2928,0,210,0,0,0,0,0,-1052
3k4/pp5p/2pp4/5b1P/2P2K2/1P1r1B2/P4P2/7R w - - 6 36,96,1,near_equal,1.0,-5667,87,233,-3450,0,0,0,0,0,0,-1355
4r3/1R4R1/7r/3k1P2/6P1/5K2/8/8 b - - 0 59,85,1,white_winning,1.0,-6546,327,-3614,0,-88,0,0,0,0,0,-833
1r1qkb2/ppp3p1/2n2ppr/P2pp3/2nP2PP/1N1BPQ2/1PP2P2/R1B1K2R w KQ - 1 15,10,0,white_winning,1.0,-912,154,-1212,0,0,0,400,0,0,-100,0
rnbq3r/1p2k1pp/p2bp3/2p2p2/4nB2/P2Q1NP1/1PP2PBP/RN1R2K1 w - - 2 13,0,0,white_winning,0.5,-1369,268,-1171,0,0,75,-273,0,0,0,0
1k1r4/p3N3/1p6/4Rp1p/3P3P/5r2/8/2K5 b - - 1 41,90,1,black_winning,0.0,7938,-484,5553,-25,353,0,0,0,0,0,1517
2k3r1/1p3p2/2p1bn2/p5Bp/PbP1p2P/1P6/2RNPPB1/6K1 b - - 0 26,74,1,near_equal,0.0,562,-52,562,0,0,0,0,0,0,0,0
r2qkbnr/1ppb1pp1/p2p2n1/3Pp2p/4P3/3Q1N2/PPP1BPPP/RNB2RK1 w kq - 0 9,0,0,near_equal,1.0,-590,34,-265,0,0,75,-400,0,0,0,0
8/4pk2/8/1p3P1P/4Q3/2P1K3/8/3q4 b - - 2 74,85,1,near_equal,0.5,-208,8,-1902,1862,0,0,0,0,0,0,0
7r/pN1bkp2/3Rp1pb/7p/4P1n1/P1rn1NP1/5P1P/1R4KB w - - 0 28,48,0,black_winning,0.0,5778,-473,2773,2069,0,16,-198,0,0,300,818
6k1/5p2/4p3/1P1p4/p4P2/P4B2/2K4p/6qQ b - - 7 42,80,1,near_equal,0.5,401,-146,1425,0,-520,0,0,0,0,0,0
1r4k1/p5pp/5p2/R7/3rP1BP/1b1n2P1/1P1p1PK1/7R w - - 2 32,69,1,black_winning,0.0,7019,-497,5346,90,-240,0,0,0,0,0,747
r3k3/pp2pp2/n2p1bp1/1NpP3r/2P1P2P/P3B1p1/1P1R1PP1/2K4R w - - 0 24,64,0,near_equal,1.0,-430,57,-307,118,0,-33,-208,0,0,0,0
r2r2k1/1p2q1n1/2p5/3nP1p1/p3Q3/3BP2P/PP3PP1/R2R2K1 b - - 3 33,26,0,near_equal,1.0,-781,43,-1151,0,637,-117,-350,0,0,200,0
rnbqk2r/pp2ppbp/2pp2pn/4P3/3P4/2P2N2/PPQ1BPPP/RNB1K2R w KQkq - 0 8,0,0,near_equal,1.0,-416,58,-16,0,0,0,-400,0,0,0,0
2k2b1r/pp1b3p/2pp1r2/7P/2PP1P2/1P3B2/P3NP2/2R2K1R b - - 0 27,64,0,near_equal,1.0,-3348,68,-3046,0,407,-122,-300,0,0,300,-587
rn2k2r/1p1nppb1/p1q3pp/6P1/3P4/4PN1P/PPQN1P2/R1B1K2R w KQkq - 0 14,10,0,near_equal,0.5,-1437,107,-1037,0,0,0,-400,0,0,0,0
rn1r2k1/pp1bbppp/4pn2/q1p1N3/P3PB2/2P3PN/1P2QPBP/R3K2R b KQ - 8 13,0,0,near_equal,1.0,807,13,237,1045,0,-75,-400,0,0,0,0
r3k2r/ppp1n1bp/1n1q1pp1/3Ppb2/2PP4/2B2NP1/PP2QPBP/RN2K2R b KQkq - 0 11,0,0,white_winning,0.5,-799,176,-399,0,0,0,-400,0,0,0,0
r3kb1r/2Bq2p1/p3bp2/3n4/1Q1Pp2P/pP3P2/3NN1B1/2R1K2R w Kkq - 1 28,5,0,near_equal,1.0,-4550,-109,-3217,0,-98,-180,-400,0,0,-200,-455
8/8/4p1k1/2Qpqp2/8/8/5KB1/8 b - - 5 68,80,1,near_equal,0.5,1386,-10,1731,0,-345,0,0,0,0,0,0
r3k2r/1p1n1pbp/2p1bnp1/p3p3/P1P3P1/2N1BN1P/RP2PPB1/4K2R w Kkq - 1 16,42,0,near_equal,0.0,626,-43,-453,1051,0,0,28,0,0,0,0
8/1p1r4/p1p1pk1p/2RrRp2/P2Pp3/4P1P1/1P3K1P/8 w - - 3 32,85,1,black_winning,0.0,1327,-188,1327,0,0,0,0,0,0,0,0
8/4p3/2P2k2/3Kp2P/8/4R1P1/2r5/8 b - - 0 48,106,1,white_winning,1.0,-7798,265,-2689,-1435,-345,0,0,0,0,0,-1217
2r1r1k1/ppnbbp2/1q1p2p1/2pPp1Nn/2P1P3/P1N1BP1p/1P5Q/K1R2BR1 b - - 15 30,0,0,white_winning,0.0,-315,175,2437,-1852,-500,0,-400,0,0,0,0
1r2k3/pq1n1p2/3pp1p1/1B2bb2/2P5/P1N1QN1r/1P2P2P/2R2RK1 w - - 1 22,10,0,near_equal,1.0,1326,-127,787,-200,0,267,372,0,0,100,0
r1b3k1/1p2r3/p3p3/5p1p/P4qp1/1PP1R3/R3QPBP/6K1 b - - 0 37,32,0,near_equal,0.0,21,-26,-167,0,0,104,84,0,0,0,0
r1bqkbnr/p4p1p/2p3p1/3pp3/8/1P2P3/P1P1BPPP/RNBQK2R w KQkq - 0 8,10,0,near_equal,0.0,239,-12,-161,0,0,0,400,0,0,0,0
1r1k4/2b1qQp1/p1p1Pp2/2p5/2P3pr/P1BP4/5RP1/4R1K1 b - - 23 35,32,0,near_equal,0.5,507,67,46,0,350,411,-300,0,0,0,0
rn2kb1r/1bqp1ppp/pp2pn2/8/2P4P/3QPN1R/PP3PP1/RNB1KB2 w Qkq - 2 9,0,0,near_equal,0.0,147,-89,246,0,0,0,-99,0,0,0,0
r1b1k2r/pp3pb1/3pp1pp/q1p5/3nP1n1/P1NP1NP1/1PPQ1P1P/1RB1R1KB w kq - 5 14,0,0,near_equal,0.0,376,13,187,0,0,75,114,0,0,0,0
r1b2rk1/1p1p2pp/p1P1pb2/2p4n/1qP5/4BN1P/PP1N1PP1/R2QKB1R w KQ - 1 13,5,0,white_winning,1.0,-1607,495,-2477,1015,0,-75,130,0,0,-200,0
1rb1k1nr/pp1pbp2/1qn1p1p1/2p1P2p/2P2B2/2NP1NP1/PP2QPBP/R3K2R b KQk - 2 11,0,0,near_equal,1.0,-1051,133,-651,0,0,0,-400,0,0,0,0
r2q1r2/1pp2pk1/p1nb1n1p/3pBQp1/3P4/2N5/PPP1BPPP/2KR3R b - - 10 16,10,0,white_winning,1.0,-2852,164,-2552,200,0,0,-400,0,0,-100,0
r1bqkb1r/1p1n1ppp/p2p1n2/P1p5/4P3/3Q1N1P/1PP2PP1/RNB1KB1R b KQkq - 1 8,0,0,near_equal,0.0,-749,71,-679,0,0,0,-70,0,0,0,0
r1bqkbnr/1p2ppp1/2pp4/2n3Bp/p1P5/3P1NP1/PP2PPBP/RN1Q1RK1 w kq - 1 8,0,0,near_equal,0.0,-236,117,89,0,0,75,-400,0,0,0,0
1k1r2r1/pp2n1b1/2nN3p/2P2p1p/2Pp4/B5P1/5PB1/1R3K1R b - - 6 32,53,0,near_equal,0.5,3163,129,2824,0,-100,-86,49,0,0,-100,576
r4rk1/ppp1n1bp/1n1q1pp1/3P1b2/2PN4/2B3P1/PP2QPBP/RN2K2R w KQ - 1 13,0,0,white_winning,0.5,-796,325,-121,-200,0,-75,-400,0,0,0,0
1rbq1k1r/5ppp/nn2pb2/Q2p4/N2P4/P4NP1/1P2BP1P/R1B1K2R w KQ - 1 20,0,0,white_winning,1.0,-4595,304,-844,-3250,0,-75,400,0,0,0,-826
r4rk1/pp2ppbp/5n2/3p1p2/P1n2B2/1NP3P1/1P2PPBP/R4RK1 b - - 0 15,53,0,near_equal,0.5,429,2,-663,1028,0,0,164,0,0,-100,0
rnb1k2r/p4ppp/8/1pbNq3/3PP3/8/PP3PPP/R1B1QK1R b kq - 0 13,16,0,near_equal,1.0,2570,80,686,1335,447,-388,-400,0,0,300,590
8/ppk4p/2p3p1/8/P3b3/1P2r2r/2P1B3/1R3KR1 w - - 4 33,74,1,black_winning,0.0,6620,-463,3835,1045,0,0,0,0,0,0,1000
8/1p6/p7/P4p1p/1P5P/3kp1P1/8/4K3 w - - 2 45,128,1,black_winning,0.0,2516,-372,2378,0,-450,0,0,0,0,0,588
2r1k2r/pp2ppbp/3p4/n2P2p1/PqP5/Rp2P1P1/3N1PP1/1Q2KB1R b Kk - 0 20,21,0,black_winning,0.0,6151,-296,1787,3985,-225,-137,-350,0,0,0,1091
1R6/4bpp1/4p1k1/4P2r/4RP2/6P1/8/3K4 w - - 3 68,90,1,white_winning,1.0,-3691,152,-2176,0,0,0,0,0,0,0,-620
8/p1k1pb2/1p3bp1/5p1p/7P/P5R1/8/3K4 w - - 3 44,106,1,black_winning,0.0,14519,-583,9639,1135,-75,0,0,0,0,300,2825
r7/5Npp/8/8/4KN1k/4P2P/n1r5/2B3R1 b - - 4 38,74,1,near_equal,0.5,-1258,55,-3463,2405,0,0,0,0,0,-200,0
r5k1/7p/3N2p1/1PK1Rp2/2P4P/7r/8/8 b - - 2 37,90,1,near_equal,1.0,-129,40,459,1135,-183,0,0,0,0,0,0
